car	29	298.3263879757109	14.14469939319798	45.21731963400512	300.61512738193585
car	34	208.11230024133621	28.10149567916996	129.41486793149272	15.304376740844297
car	38	207.6367859845853	24.577455957442385	155.83426910216554	64.71749754757843
car	40	297.94513716811	13.798203436364945	163.01153453867227	237.34300109772497
car	41	118.5388793480098	12.462932671505659	279.15686329355174	171.29010927086244
car	43	298.1497787261482	7.083737822601605	216.13491936281872	209.16201180310648
car	46	106.02503624000747	3.9934503867342888	225.57467339783977	201.60299100397026
car	48	117.9477171219415	4.192407626081579	214.85981794699123	206.21281626187033
car	49	117.94771712194122	4.474136704817204	204.05868865902417	211.94324211121946
car	51	117.94771712194137	4.599942706850651	193.0439430740161	217.7869998463159
car	55	117.94771712194137	4.786785199182849	181.9109905297094	223.69347104378082
car	56	117.94771712194122	5.073116248163461	170.643235638615	229.67146021237545
